id,doi,authors,title,journal,abstract,year,disciplines,type,keywords,source,include_final,Reviewer,Geographically appropriate?,Topically appropriate?,Include?,Notes,Mountainous quality questionable?
793,10.2105/AJPH.2011.300520,"Embrey, Sally; Remais, Justin V.; Hess, Jeremy",Climate Change and Ecosystem Disruption: The Health Impacts of the North American Rocky Mountain Pine Beetle Infestation,AMERICAN JOURNAL OF PUBLIC HEALTH,"In the United States and Canada, pine forest ecosystems are being dramatically affected by an unprecedented pine beetle infestation attributed to climate change. Both decreased frequency of extremely cold days and warmer winter temperature averages have led to an enphytotic devastating millions of acres of pine forest. The associated ecosystem disruption has the potential to cause significant health impacts from a range of exposures, including increased runoff and water turbidity, forest fires, and loss of ecosystem services. We review direct and indirect health impacts and possible prevention strategies. The pine beetle infestation highlights the need for public health to adopt an ecological, systems-oriented view to anticipate the full range of potential health impacts from climate change and facilitate effective planned adaptation. (Am J Public Health. 2012; 102:818-827. doi:10.2105/AJPH.2011.300520)",2012,"Public, Environmental & Occupational Health",Article,NA,web_of_science,Maybe,Micah,No,Maybe,No,review paper,
829,10.5194/hess-16-4303-2012,"van Vliet, M. T. H.; Yearsley, J. R.; Franssen, W. H. P.; Ludwig, F.; Haddeland, I.; Lettenmaier, D. P.; Kabat, P.",Coupled daily streamflow and water temperature modelling in large river basins,HYDROLOGY AND EARTH SYSTEM SCIENCES,"Realistic estimates of daily streamflow and water temperature are required for effective management of water resources (e.g. for electricity and drinking water production) and freshwater ecosystems. Although hydrological and process-based water temperature modelling approaches have been successfully applied to small catchments and short time periods, much less work has been done at large spatial and temporal scales. We present a physically based modelling framework for daily river discharge and water temperature simulations applicable to large river systems on a global scale. Model performance was tested globally at 1/2 x 1/2A degrees spatial resolution and a daily time step for the period 1971-2000. We made specific evaluations on large river basins situated in different hydro-climatic zones and characterized by different anthropogenic impacts. Effects of anthropogenic heat discharges on simulated water temperatures were incorporated by using global gridded thermoelectric water use datasets and representing thermal discharges as point sources into the heat advection equation. This resulted in a significant increase in the quality of the water temperature simulations for thermally polluted basins (Rhine, Meuse, Danube and Mississippi). Due to large reservoirs in the Columbia which affect streamflow and thermal regimes, a reservoir routing model was used. This resulted in a significant improvement in the performance of the river discharge and water temperature modelling. Overall, realistic estimates were obtained at daily time step for both river discharge (median normalized BIAS = 0.3; normalized RMSE = 1.2; r = 0.76) and water temperature (median BIAS = -0.3 A degrees C; RMSE = 2.8 A degrees C; r = 0.91) for the entire validation period, with similar performance during warm, dry periods. Simulated water temperatures are sensitive to headwater temperature, depending on resolution and flow velocity. A high sensitivity of water temperature to river discharge (thermal capacity) was found during warm, dry conditions. The modelling approach has potential to be used for risk analyses and studying impacts of climate change and other anthropogenic effects (e.g. thermal pollution, dams and reservoir regulation) on large rivers.",2012,Geology; Water Resources,Article,NA,web_of_science,Maybe,Micah,Yes,Yes,Yes,CRB - global hydro models,
995,10.1130/B30175.1,"Lancaster, Stephen T.; Underwood, Emily F.; Frueh, W. Terry",Sediment reservoirs at mountain stream confluences: Dynamics and effects of tributaries dominated by debris-flow and fluvial processes,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,"Radiocarbon age estimates (N = 68) from bank, terrace riser, and in-channel materials sampled from random locations near two channel confluences, a debris-flow-dominated tributary to Cedar Creek, and a fluvially dominated tributary to Golden Ridge Creek in the Oregon Coast Range, are proxies for sediment transit times through tributary and mainstem sediment reservoirs separated from one another by incised bedrock risers. Geomorphic, volumetric, stratigraphic, and sedimentologic data aided reservoir characterizations. Inferred transit-time distributions for tributary deposits are right-skewed and heavy-tailed, indicating preferential evacuation of younger deposits. The debris-flow fan is much larger than fluvial terraces on the other tributary, but mean transit times (+/-sigma) in both reservoirs are similar: 1370 +/- 2240 yr and 1660 +/- 2130 yr for fan and terrace deposits, respectively. Whereas tributary deposits are much larger than mainstem deposits at both sites, mainstem deposits adjacent to the fan have a relatively short mean transit time of 442 +/- 491 yr, but mean transit time in mainstem deposits adjacent to the fluvial terrace is much greater: 3870 +/- 6720 yr. Reservoir flux estimates indicate that most (>60%) of the debris-flow fan tributary's sediment yield enters fan storage, but only a small part (3%) of the fluvial tributary's yield enters storage at the confluence. Debris flows from the debris-flow fan tributary apparently promote both greater storage of mainstem sediments and more rapid unbiased evacuation of mainstem deposits, whereas old mainstem deposits adjacent to the fluvial tributary have a much greater probability of preservation.",2010,Geology,Article,NA,web_of_science,Maybe,Micah,No,Maybe,No,Coast Range,
526,10.1071/WF12161,"Williams, C. Jason; Pierson, Frederick B.; Robichaud, Peter R.; Boll, Jan",Hydrologic and erosion responses to wildfire along the rangeland-xeric forest continuum in the western US: a review and model of hydrologic vulnerability,INTERNATIONAL JOURNAL OF WILDLAND FIRE,"The recent increase in wildfire activity across the rangeland-xeric forest continuum in the western United States has landscape-scale consequences in terms of runoff and erosion. Concomitant cheatgrass (Bromus tectorum L.) invasions, plant community transitions and a warming climate in recent decades along grassland-shrubland-woodland-xeric forest transitions have promoted frequent and large wildfires, and continuance of the trend appears likely if warming climate conditions prevail. These changes potentially increase overall hydrologic vulnerability by spatially and temporally increasing soil exposure to runoff and erosion processes. Plot and hillslope-scale studies demonstrate burning may increase event runoff or erosion by factors of 2-40 over small-plot scales and more than 100-fold over large-plot to hillslope scales. Reports of flooding and debris flow events from rangelands and xeric forests following burning show the potential risk to natural resources, property, infrastructure and human life. We present a conceptual model for evaluating post-fire hydrologic vulnerability and risk. We suggest that post-fire risk assessment of potential hydrologic hazards should adopt a probability-based approach that considers varying site susceptibility in conjunction with a range of potential storms and that determines the hydrologic response magnitudes likely to affect values-at-risk. Our review suggests that improved risk assessment requires better understanding in several key areas including quantification of interactions between varying storm intensities and measures of site susceptibility, the varying effects of soil water repellency, and the spatial scaling of post-fire hydrologic response across rangeland-xeric forest plant communities.",2014,Forestry,Article,"cheatgrass, climate change, fire effects, grass-fire cycle, Great Basin, hydrologic risk, invasive plants, juniper, pinyon, runoff, sagebrush, wildland-urban interface, woodland encroachment.",web_of_science,Maybe,Micah,Yes,Maybe,No,,Yes
1307,10.1007/s11104-006-9095-2,"Bottomley, P. J.; Yarwood, R. R.; Kageyama, S. A.; Waterstripe, K. E.; Williams, M. A.; Cromack, K., Jr.; Myrold, D. D.",Responses of soil bacterial and fungal communities to reciprocal transfers of soil between adjacent coniferous forest and meadow vegetation in the Cascade Mountains of Oregon,PLANT AND SOIL,"Little information exists on the responses of soil fungal and bacterial communities in high elevation coniferous forest/open meadow ecosystems of the northwest United States of America to treatments that impact vegetation and soil conditions. An experiment was conducted in which soil cores were reciprocally transplanted between immediately adjacent forests and meadows at two high elevation (-1,600 m) sites (Carpenter and Lookout) in the H.J. Andrews Experimental Forest located in the Cascade Mountains of Oregon. Half of the cores were placed in PVC pipe (closed) to prevent new root colonization, whereas the other cores were placed in mesh bags (open) to allow recolonization by fine roots. A duplicate set of open and closed soil cores was not transferred between sites and was incubated in place. After 2 year, soil cores were removed and changes in fungal and bacterial biomasses determined using light microscopy, and changes in microbial community composition determined by PLFA analysis, and by length heterogeneity PCR of the internal transcribed spacer region of fungal ribosomal DNA. At both sites soil microbial community structures had responded to treatments after 2 year of incubation. At Carpenter, both fungal and bacterial community structures of forest soil changed significantly in response to transfer from forest to meadow, with the shift in fungal community structure being accompanied by a significant decrease in the PLFA biomarker of fungal biomass, 18:2 omega 6,9. At Lookout, both fungal and bacterial community structures of forest soil changed significantly in response to open versus closed core treatments, with the shift in the fungal community being accompanied by a significant decrease in the 18:2 omega 6,9 content of closed cores, and the shift in the bacterial community structure being accompanied by a significant increase in bacterial biomass of closed cores. At both sites, fungal community structures of meadow soils changed differently between open and closed cores in response to transfer to forest, and were accompanied by increases in the 18:2 omega 6,9 content of open cores. Although there were no significant treatment effects on the bacterial community structure of meadow soil at either site, bacterial biomass was significantly higher in closed versus open cores regardless of transfer.",2006,Agriculture; Plant Sciences,Article,bacterial and fungal soil community composition; environmental and vegetation effects; forest and meadow soils,web_of_science,Maybe,Micah,Yes,No,No,forestry methods,
365,10.1657/1938-4246-46.4.735,"Diaz, Henry F.; Bradley, Raymond S.; Ning, Liang",Climatic changes in mountain regions of the American Cordillera and the tropics: historical changes and future outlook,ARCTIC ANTARCTIC AND ALPINE RESEARCH,"We review some recent work regarding climatic changes in selected mountain regions, with particular attention to the tropics and the American Cordillera. Key aspects of climatic variability and trends in these regions are the amplification of surface warming trends with height, and the strong modulation of temperature trends by tropical sea surface temperature, largely controlled by changes in El Nino-Southern Oscillation on multiple time scales. Corollary aspects of these climate trends include the increase in a critical plant growth temperature threshold, a rise in the freezing level surface, and the possibility of enhanced subtropical drying. Anthropogenic global warming projections indicate a strong likelihood for enhancement of these observed changes.",2014,Environmental Sciences & Ecology; Physical Geography,Article,NA,web_of_science,Maybe,Micah,No,Maybe,No,,
392,10.5558/tfc2014-132,"Nilausen, Chelsea; Gelinas, Nancy; Bull, Gary",Proposed research on social perception of marker-assisted selection and its role in the forests of British Columbia,FORESTRY CHRONICLE,"The forest industry is a major player in the provincial economy, provides a significant contribution to government revenue, and accounts for 3% of British Columbia's GDP. However, with the reduction of housing starts in the US in 2006, the economic crisis of 2008, a steady decline in newsprint demand, and the Mountain Pine Beetle epidemic, the provincial and federal governments have searched for ways to help transform the forest industry through innovation, improved environmental performance, and new markets. One such investment has been in marker-assisted selection (MAS), which is a genomic-based biotechnological tool that allows desired traits to be flagged on the genome. Since MAS is a new genomic tool to the forest industry, it is necessary to survey silviculture stakeholders in BC on their perception of this resource to tree breeders, its perceived use, and the context for which it should be implemented. If it is a tool whose implementation is perceived positively, it would significantly reduce the cycle of the tree breeding process, as it allows for the early selection of genotypic traits. Moreover, it would allow tree breeders to more efficiently and accurately select for improved wood qualities, growth rates, and resistance to pests, diseases, and climate change.",2014,Forestry,Article,marker-assisted selection; perception; social perception; genomics; biotechnology; forestry,web_of_science,Maybe,Micah,Maybe,Yes,Yes,social science proposal - BC general,
652,NA,"Sims, Charles; Aadland, David; Finnoff, David; Powell, James",How Ecosystem Service Provision Can Increase Forest Mortality from Insect Outbreaks,LAND ECONOMICS,"Climate change is believed to be the root cause of the unprecedented mountain pine beetle (MPB) outbreak currently underway in the western United States. While climate change is undoubtedly a factor, changes in public forest management have resulted in more host trees in MPB habitat. We employ a novel approach to separate the contribution of changing preferences for ecosystem services from the effects of fire suppression and climate change in the current MPB outbreak. Simulations illustrate how an increased emphasis on nontimber ecosystem services induced a shift from a climate-independent disturbance process (timber harvesting) to a climate-dependent one (insect outbreaks).",2013,Business & Economics; Environmental Sciences & Ecology,Article,NA,web_of_science,Maybe,Micah,No,Yes,No,simulations,
855,10.1029/2011JG001786,"Edburg, Steven L.; Hicke, Jeffrey A.; Lawrence, David M.; Thornton, Peter E.",Simulating coupled carbon and nitrogen dynamics following mountain pine beetle outbreaks in the western United States,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Insect outbreaks are major ecosystem disturbances, affecting a similar area as forest fires annually across North America. Tree mortality caused by bark beetle outbreaks alters carbon cycling in the first several years following the disturbance by reducing stand-level primary production and by increasing the amount of dead organic matter available for decomposition. The few studies of biogeochemical cycling following outbreaks have shown a range of impacts from small responses of net carbon fluxes in the first several years after a severe outbreak to large forest areas that are sources of carbon to the atmosphere for decades. To gain more understanding about causes of this range of responses, we used an ecosystem model to assess impacts of different bark beetle outbreak conditions on coupled carbon and nitrogen cycling. We modified the Community Land Model with prognostic carbon and nitrogen to include prescribed bark beetle outbreaks. We then compared control simulations (without a bark beetle outbreak) to simulations with various levels of mortality severity, durations of outbreak, and snagfall dynamics to quantify the range of carbon flux responses and recovery rates of net ecosystem productivity to a range of realistic outbreak conditions. Our simulations illustrate that, given the large variability in bark beetle outbreak conditions, a wide range of responses in carbon and nitrogen dynamics can occur. The fraction of trees killed, delay in snagfall, snagfall rate, and management decisions about harvesting killed trees will have major impacts on postoutbreak carbon fluxes for several decades and postoutbreak carbon stocks up to 100 years.",2011,Environmental Sciences & Ecology; Geology,Article,NA,web_of_science,Maybe,Micah,No,Maybe,No,simulations,
1599,10.1016/0308-521X(95)93647-V,"ECKERT, JB; BAKER, BB; HANSON, JD",THE IMPACT OF GLOBAL WARMING ON LOCAL INCOMES FROM RANGE LIVESTOCK SYSTEMS,AGRICULTURAL SYSTEMS,"Using standard census data, an index is developed expressing the contribution of range livestock systems to total county incomes. This index is then applied to results of a simulation of the effects of global warming on the productivity of cow-calf range livestock systems in the western USA. Estimates of declining range-based incomes in a southern tier of states coupled with increasing productivity in the middle and northern Great Plains, the inter-mountain Rockies and the Pacific Northwest suggest that significant shifts could occur in the location of feeder calf production if these climate changes occur.",1995,Agriculture,Article,NA,web_of_science,Maybe,Micah,Maybe,No,No,,Yes
