alternative.id,container.title,created,DOI,funder,publisher,reference.count,score,source,subject,title,subtitle,type,URL,author,issue,volume
,Columbia Law Review,2006-04-26,10.2307/1115157,NULL,JSTOR,0,44.08744,Crossref,Law,Taming the Criminal,NA,journal-article,http://dx.doi.org/10.2307/1115157,John Lewis Gillin,1,32
,Proceedings of the United States National Museum,2011-10-05,10.5479/si.00963801.16-938.313,NULL,Smithsonian Institution,0,44.1211,Crossref,,"Description of a new species of cyprinoid fish, Couesius greeni, from the headwaters of Frazer River in British Columbia",NA,journal-article,http://dx.doi.org/10.5479/si.00963801.16-938.313,David Starr Jordan,938,16
,Geological Society of America Bulletin,2007-01-03,10.1130/0016-7606(1952)63[1:lcgotl]2.0.co;2,NULL,Geological Society of America,0,44.136383,Crossref,Earth and Planetary Sciences (miscellaneous),"LATE CENOZOIC GEOLOGY OF THE LOWER COLUMBIA RIVER VALLEY, OREGON AND WASHINGTON",NA,journal-article,http://dx.doi.org/10.1130/0016-7606(1952)63[1:lcgotl]2.0.co;2,W. D. LOWRY; E. M. BALDWIN,1,63
,Journal of Geophysical Research,2009-07-15,10.1029/2008jc004999,NULL,Wiley-Blackwell,31,44.136383,Crossref,"Earth and Planetary Sciences (miscellaneous),Space and Planetary Science,Atmospheric Science,Geophysics",Does the Columbia River plume influence phytoplankton community structure along the Washington and Oregon coasts?,NA,journal-article,http://dx.doi.org/10.1029/2008jc004999,Elizabeth R. Frame; Evelyn J. Lessard,NA,114
,Geological Society of America Bulletin,2005-02-10,10.1130/0016-7606(1976)87<777:gaoobo>2.0.co;2,NULL,Geological Society of America,0,44.136383,Crossref,Earth and Planetary Sciences (miscellaneous),"Geochemistry and origin of basalt of the Columbia River Group, Oregon and Washington",NA,journal-article,http://dx.doi.org/10.1130/0016-7606(1976)87<777:gaoobo>2.0.co;2,IAN McDOUGALL,5,87
,Journal of Geophysical Research,2008-02-06,10.1029/jz061i003p00449,NULL,Wiley-Blackwell,5,44.136383,Crossref,"Earth and Planetary Sciences (miscellaneous),Space and Planetary Science,Atmospheric Science,Geophysics",Magnetization of the Columbia River basalts in Washington and northern Oregon,NA,journal-article,http://dx.doi.org/10.1029/jz061i003p00449,C. D. Campbell; S. K. Runcorn,3,61
,Conservation Physiology,2017-03-07,10.1093/conphys/cox017,NULL,Oxford University Press (OUP),142,44.20558,Crossref,,"Capture severity, infectious disease processes and sex influence post-release mortality of sockeye salmon bycatch",NA,journal-article,http://dx.doi.org/10.1093/conphys/cox017,Amy K. Teffer; Scott G. Hinch; Kristi M. Miller; David A. Patterson; Anthony P. Farrell; Steven J. Cooke; Arthur L. Bass; Petra Szekeres; Francis Juanes,1,5
3639,Climate Dynamics,2017-03-29,10.1007/s00382-017-3639-4,"list(DOI = ""10.13039/501100000233"", name = ""Genome British Columbia"", doi.asserted.by = ""publisher"")",Springer Nature,68,44.295685,Crossref,Atmospheric Science,Accounting for downscaling and model uncertainty in fine-resolution seasonal climate projections over the Columbia River Basin,NA,journal-article,http://dx.doi.org/10.1007/s00382-017-3639-4,Ali Ahmadalipour; Hamid Moradkhani; Arun Rana,NA,NA
,The Western Historical Quarterly,2007-02-03,10.2307/3650860,"list(DOI = ""10.13039/100000015"", name = ""U.S. Department of Energy"", doi.asserted.by = ""publisher"", award = ""00063182"")",Oxford University Press (OUP),0,44.310356,Crossref,History,"Empty Nets: Indians, Dams, and the Columbia River",NA,journal-article,http://dx.doi.org/10.2307/3650860,Coll-Peter Thrush; Roberta Ulrich,1,32
,Arctic and Alpine Research,2006-04-18,10.2307/1550196,NULL,JSTOR,0,44.311337,Crossref,Earth and Planetary Sciences(all),"Alpine Karst in the Mt. Castleguard-Columbia Icefield Area, Canadian Rocky Mountains",NA,journal-article,http://dx.doi.org/10.2307/1550196,D. C. Ford,3,3
,Geological Society of America Bulletin,2005-04-18,10.1130/b25411.1,NULL,Geological Society of America,47,44.31195,Crossref,Earth and Planetary Sciences (miscellaneous),Contrasting structural histories of the Salmon River belt and Wallowa terrane: Implications for terrane accretion in northeastern Oregon and west-central Idaho,NA,journal-article,http://dx.doi.org/10.1130/b25411.1,Keith D. Gray; John S. Oldow,5,117
,Columbia Law Review,2006-04-26,10.2307/1114777,NULL,JSTOR,0,44.350258,Crossref,Law,The Federal Trust Policy,NA,journal-article,http://dx.doi.org/10.2307/1114777,Shaw Livermore; John D. Clark,2,32
1335,Journal of Paleolimnology,2006-01-17,10.1007/s10933-005-1335-6,NULL,Springer Nature,117,44.370968,Crossref,"Earth-Surface Processes,Aquatic Science","Holocene Vegetation Dynamics, Fire History, Lake Level and Climate Change in the Kootenay Valley, Southeastern British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1007/s10933-005-1335-6,Douglas J. Hallett; Leonard V. Hills,2,35
,Botany,2008-05-15,10.1139/b81-200,NULL,Canadian Science Publishing,0,44.436092,Crossref,"Plant Science,Ecology,Ecology, Evolution, Behavior and Systematics","Analysis of seasonal succession of attached algae in a mountain stream, the North Alouette River, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/b81-200,John D. Wehr,8,59
10.1898/1051-1733-97.1.48,Northwestern Naturalist,2016-04-12,10.1898/1051-1733-97.1.48,NULL,Northwestern Naturalist,19,44.480465,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)",River Lamprey (Lampetra ayresii) Outmigrant Upstream of the John Day Dam in the Mid-Columbia River,NA,journal-article,http://dx.doi.org/10.1898/1051-1733-97.1.48,Jeffrey C Jolley; Gregory Kovalchuk; Margaret F Docker,1,97
,The Murrelet,2006-11-16,10.2307/3535035,NULL,JSTOR,0,44.70271,Crossref,,"Pollution Ecology of Breeding Great Blue Herons in the Columbia Basin, Oregon and Washington",NA,journal-article,http://dx.doi.org/10.2307/3535035,Lawrence J. Blus; Charles J. Henny; T. Earl Kaiser,2,61
,The Canadian Journal of Economics,2006-06-17,10.2307/133850,NULL,JSTOR,0,44.703182,Crossref,Economics and Econometrics,The Columbia River Treaty - The Economics of an International River Basin Development,NA,journal-article,http://dx.doi.org/10.2307/133850,Anthony Scott; John V. Krutilla,4,2
scientificamerican01151898-33,Scientific American,2015-06-11,10.1038/scientificamerican01151898-33,NULL,Springer Nature,0,44.718834,Crossref,General,"The Great Training Jetty at the Mouth of the Columbia River, Oregon",NA,journal-article,http://dx.doi.org/10.1038/scientificamerican01151898-33,NaN,3,78
,Arctic and Alpine Research,2006-04-18,10.2307/1550459,NULL,JSTOR,0,44.735203,Crossref,Earth and Planetary Sciences(all),"Genesis and Classification of Modal Subalpine and Alpine Soil Pedons of South-Central British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.2307/1550459,A. L. van Ryswyk; R. Okazaki,1,11
,Acta Horticulturae,2015-07-27,10.17660/actahortic.2001.564.1,NULL,International Society for Horticultural Science (ISHS),0,44.748215,Crossref,Horticulture,"OVERVIEW OF TREE FRUIT PRODUCTION IN THE PACIFIC NORTHWEST UNITED STATES OF AMERICA AND SOUTHERN BRITISH COLUMBIA, CANADA",NA,journal-article,http://dx.doi.org/10.17660/actahortic.2001.564.1,T.J. Smith,564,NA
10.5558/tfc56225-5,The Forestry Chronicle,2014-02-21,10.5558/tfc56225-5,NULL,Canadian Institute of Forestry,1,44.748215,Crossref,Forestry,A Regional Comparison of Stumpage Values in British Columbia and the United States Pacific Northwest,NA,journal-article,http://dx.doi.org/10.5558/tfc56225-5,David Haley,5,56
,Ecohydrology,2012-03-13,10.1002/eco.1261,NULL,Wiley-Blackwell,64,44.755447,Crossref,"Earth-Surface Processes,Ecology,Aquatic Science,Ecology, Evolution, Behavior and Systematics","Multi-century reconstructions of Pacific salmon abundance from climate-sensitive tree rings in west central British Columbia, Canada",RECONSTRUCTIONS OF PACIFIC SALMON ABUNDANCE,journal-article,http://dx.doi.org/10.1002/eco.1261,Colette C. A. Starheim; Dan J. Smith; Terry D. Prowse,2,6
10.3955/046.084.0402,Northwest Science,2010-12-06,10.3955/046.084.0402,NULL,Northwest Scientific Association,0,44.768353,Crossref,"Ecology, Evolution, Behavior and Systematics","First Documented Spawning of White Sturgeon in the Lower Willamette River, Oregon",NA,journal-article,http://dx.doi.org/10.3955/046.084.0402,Colin G. Chapman; Tucker A. Jones,4,84
,Geology,2002-07-27,10.1130/0091-7613(1993)021<0789:ootcpa>2.3.co;2,NULL,Geological Society of America,0,44.769867,Crossref,Geology,Origin of the Columbia Plateau and Snake River plain: Deflection of the Yellowstone plume,NA,journal-article,http://dx.doi.org/10.1130/0091-7613(1993)021<0789:ootcpa>2.3.co;2,Dennis Geist; Mark Richards,9,21
,Australian Occupational Therapy Journal,2010-09-10,10.1111/j.1440-1630.1973.tb00972.x,NULL,Wiley-Blackwell,0,44.871902,Crossref,Occupational Therapy,"KOOTENAY LAKE DISTRICT HOSPITAL 3 View Street, NELSON. British Columbia",NA,journal-article,http://dx.doi.org/10.1111/j.1440-1630.1973.tb00972.x,NaN,4,20
,Micropaleontology,2006-05-05,10.2307/1484422,NULL,JSTOR,0,44.871902,Crossref,Palaeontology,Plant Microfossils from Kootenay Coal-Measures Strata of British Columbia,NA,journal-article,http://dx.doi.org/10.2307/1484422,Glenn E. Rouse,3,5
,Conservation Biology,2012-07-19,10.1111/j.1523-1739.2012.01895.x,NULL,Wiley-Blackwell,53,44.880955,Crossref,"Ecology,Ecology, Evolution, Behavior and Systematics,Nature and Landscape Conservation","Interacting Effects of Translocation, Artificial Propagation, and Environmental Conditions on the Marine Survival of Chinook Salmon from the Columbia River, Washington, U.S.A.",Marine Survival of Chinook Salmon,journal-article,http://dx.doi.org/10.1111/j.1523-1739.2012.01895.x,KIRSTIN K. HOLSMAN; MARK D. SCHEUERELL; ERIC BUHLE; ROBERT EMMETT,5,26
10.5403/oregonhistq.111.1.123,Oregon Historical Quarterly,2014-09-23,10.5403/oregonhistq.111.1.123,NULL,Oregon Historical Society,0,44.999203,Crossref,History,"Review Robert J. Carson Where the Great River Bends: A Natural and Human History of the Columbia at Wallula forewordbyDonald Snow Keokee Co. Publishing , Sandpoint, Idaho , 2009 . Photographs, maps, tables, index. 240 pages. $$35.00 paper.",NA,journal-article,http://dx.doi.org/10.5403/oregonhistq.111.1.123,NaN,1,111
,Journal of Herpetology,2006-05-05,10.2307/1565317,NULL,JSTOR,0,45.017765,Crossref,Animal Science and Zoology,"Movement Patterns and Life History Characteristics in a Population of the Cascade Torrent Salamander (Rhyacotriton cascadae) in the Columbia River Gorge, Oregon",NA,journal-article,http://dx.doi.org/10.2307/1565317,Michelle J. Nijhuis; Robert H. Kaplan,2,32
,American Indian Law Review,2010-11-03,10.2307/20070638,NULL,JSTOR,0,45.141598,Crossref,,Removing Dam Development to Recover Columbia Basin Treaty Protected Salmon Economies,NA,journal-article,http://dx.doi.org/10.2307/20070638,Rollie Wilson,2,24
,The Geographical Journal,2006-07-06,10.2307/1783607,NULL,JSTOR,0,45.152416,Crossref,"Earth-Surface Processes,Geography, Planning and Development",The Purcell Source of the Columbia River,NA,journal-article,http://dx.doi.org/10.2307/1783607,J. Monroe Thorington; Eaton Cromwell,5,77
,Journal of Geophysical Research,2012-02-03,10.1029/91jd01788,NULL,Wiley-Blackwell,36,45.153976,Crossref,"Earth and Planetary Sciences (miscellaneous),Space and Planetary Science,Atmospheric Science,Geophysics","Sensitivity of groundwater recharge estimates to climate variability and change, Columbia Plateau, Washington",NA,journal-article,http://dx.doi.org/10.1029/91jd01788,John J. Vaccaro,D3,97
,Rocky Mountain Geology,2009-11-24,10.2113/gsrocky.44.2.147,NULL,GeoScienceWorld,0,45.18239,Crossref,"Stratigraphy,Palaeontology,Geology","Heart Mountain and South Fork fault systems: Architecture and evolution of the collapse of an Eocene volcanic system, northwest Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.44.2.147,E. C. Beutner; T. A. Hauge,2,44
,Rocky Mountain Geology,2011-06-13,10.2113/gsrocky.46.1.77,NULL,GeoScienceWorld,0,45.18239,Crossref,"Stratigraphy,Palaeontology,Geology","Heart Mountain and South Fork fault systems: Architecture and evolution of the collapse of an Eocene volcanic system, northwest Wyoming: REPLY",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.46.1.77,T. A. Hauge,1,46
S0033589400014423,Quaternary Research,2008-03-06,10.1016/j.yqres.2008.01.002,NULL,Cambridge University Press (CUP),59,45.261284,Crossref,"Earth-Surface Processes,Earth and Planetary Sciences(all)","Advance of alpine glaciers during final retreat of the Cordilleran ice sheet in the Finlay River area, northern British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1016/j.yqres.2008.01.002,Thomas R. Lakeman; John J. Clague; Brian Menounos,02,69
,Columbia Law Review,2006-04-25,10.2307/1111272,NULL,JSTOR,0,45.282818,Crossref,Law,Small Claims Courts in the United States,NA,journal-article,http://dx.doi.org/10.2307/1111272,NaN,8,20
,Columbia Law Review,2006-04-25,10.2307/1113318,NULL,JSTOR,0,45.282818,Crossref,Law,Self-Execution of Treaties under the United States Constitution,NA,journal-article,http://dx.doi.org/10.2307/1113318,NaN,7,26
,Columbia Law Review,2006-04-26,10.2307/1114552,NULL,JSTOR,0,45.282818,Crossref,Law,The Interpretation of Treaties by United States Courts,NA,journal-article,http://dx.doi.org/10.2307/1114552,NaN,4,30
,Columbia Law Review,2006-04-26,10.2307/1114928,NULL,JSTOR,0,45.282818,Crossref,Law,The Constitution of the United States,NA,journal-article,http://dx.doi.org/10.2307/1114928,William Munro,3,31
,Columbia Law Review,2006-04-26,10.2307/1117557,NULL,JSTOR,0,45.282818,Crossref,Law,Wills. Survivorship Clause. United States Bonds. Partnership Agreements,NA,journal-article,http://dx.doi.org/10.2307/1117557,NaN,2,43
,Columbia Law Review,2006-04-26,10.2307/1117539,NULL,JSTOR,0,45.282818,Crossref,Law,Damages. Compensation for Mental Suffering. United States and Argentina,NA,journal-article,http://dx.doi.org/10.2307/1117539,NaN,2,43
,Columbia Law Review,2006-04-26,10.2307/1118408,NULL,JSTOR,0,45.282818,Crossref,Law,"Priority of the ""United States"" against Insolvent Debtors",NA,journal-article,http://dx.doi.org/10.2307/1118408,NaN,3,47
,Columbia Law Review,2006-04-26,10.2307/1118057,NULL,JSTOR,0,45.282818,Crossref,Law,Right of Asylum in the United States,NA,journal-article,http://dx.doi.org/10.2307/1118057,NaN,4,47
,Columbia Law Review,2006-04-26,10.2307/1118102,NULL,JSTOR,0,45.282818,Crossref,Law,Common Law Crimes in the United States,NA,journal-article,http://dx.doi.org/10.2307/1118102,NaN,8,47
,Columbia Law Review,2006-04-26,10.2307/1118198,NULL,JSTOR,0,45.282818,Crossref,Law,United States v. Pink. A Reappraisal,NA,journal-article,http://dx.doi.org/10.2307/1118198,NaN,6,48
,Columbia Law Review,2006-04-26,10.2307/1120565,NULL,JSTOR,0,45.282818,Crossref,Law,International Litigation under the United States Code,NA,journal-article,http://dx.doi.org/10.2307/1120565,Hans Smit,6,65
,Columbia Law Review,2006-04-26,10.2307/1119054,NULL,JSTOR,0,45.282818,Crossref,Law,The Liability of the United States for Arbitrary Regulations,NA,journal-article,http://dx.doi.org/10.2307/1119054,NaN,1,53
,Columbia Law Review,2006-04-26,10.2307/1119746,NULL,JSTOR,0,45.282818,Crossref,Law,Reflections on Ullmann v. United States,NA,journal-article,http://dx.doi.org/10.2307/1119746,Maxwell Brandwen,4,57
,Columbia Law Review,2006-04-25,10.2307/1110457,NULL,JSTOR,0,45.282818,Crossref,Law,Estates Tail in the United States,NA,journal-article,http://dx.doi.org/10.2307/1110457,NaN,7,15
,Columbia Law Review,2006-04-25,10.2307/1110974,NULL,JSTOR,0,45.282818,Crossref,Law,Religious Liberty in the United States,NA,journal-article,http://dx.doi.org/10.2307/1110974,NaN,8,15
,Columbia Law Review,2006-04-25,10.2307/1109178,NULL,JSTOR,0,45.282818,Crossref,Law,Citizenship of the United States,NA,journal-article,http://dx.doi.org/10.2307/1109178,Frederick Van Dyne,2,4
,Columbia Law Review,2006-04-25,10.2307/1109921,NULL,JSTOR,0,45.282818,Crossref,Law,Constitutional Law in the United States,NA,journal-article,http://dx.doi.org/10.2307/1109921,Emlin McClain,8,5
,Man,2006-06-16,10.2307/2790867,NULL,JSTOR,0,45.327354,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)","21. A Totem-Pole from the Nass River, British Columbia",NA,journal-article,http://dx.doi.org/10.2307/2790867,R. Kerr,NA,31
,Man,2006-06-17,10.2307/2839716,NULL,JSTOR,0,45.327354,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)","85. A Prehistoric Petroglyph on Noeick River, British Columbia.",NA,journal-article,http://dx.doi.org/10.2307/2839716,Harlan I. Smith,NA,25
0025326X9090056E,Marine Pollution Bulletin,2003-08-07,10.1016/0025-326x(90)90056-e,NULL,Elsevier BV,0,45.327354,Crossref,"Aquatic Science,Pollution,Oceanography","Mysterious starfish mortality near Powell river, British Columbia",NA,journal-article,http://dx.doi.org/10.1016/0025-326x(90)90056-e,NaN,10,21
10.1577/M02-019,North American Journal of Fisheries Management,2004-06-08,10.1577/m02-019,NULL,Informa UK Limited,12,45.33267,Crossref,"Ecology,Aquatic Science,Ecology, Evolution, Behavior and Systematics,Management, Monitoring, Policy and Law",A Comparison of Migration Rates of Radio- and PIT-Tagged Adult Snake River Chinook Salmon through the Columbia River Hydropower System,NA,journal-article,http://dx.doi.org/10.1577/m02-019,Alicia L. Matter; Benjamin P. Sandford,3,23
10.1577/H05-051.1,Journal of Aquatic Animal Health,2006-12-28,10.1577/h05-051.1,NULL,Informa UK Limited,25,45.33267,Crossref,Aquatic Science,Disease Susceptibility of Hatchery Snake River Spring–Summer Chinook Salmon with Different Juvenile Migration Histories in the Columbia River,NA,journal-article,http://dx.doi.org/10.1577/h05-051.1,Mary R. Arkoosh; Anna N. Kagley; Bernadita F. Anulacion; Deborah A. Boylen; Benjamin P. Sandford; Frank J. Loge; Lyndal L. Johnson; Tracy K. Collier,4,18
,Journal of Mammalogy,2006-07-28,10.2307/1373984,NULL,Oxford University Press (OUP),0,45.398766,Crossref,"Ecology,Animal Science and Zoology,Genetics,Ecology, Evolution, Behavior and Systematics,Nature and Landscape Conservation",Upper Pliocene Mustelids from the Snake River Basin of Idaho,NA,journal-article,http://dx.doi.org/10.2307/1373984,C. Lewis Gazin,2,15
,Western Folklore,2006-04-23,10.2307/1496850,NULL,JSTOR,0,45.403694,Crossref,"Cultural Studies,History,Visual Arts and Performing Arts,Anthropology",Pacific Graveyard: A Narrative of the Ships Lost Where the Columbia River Meets the Pacific Ocean,NA,journal-article,http://dx.doi.org/10.2307/1496850,Randall V. Mills; James A. Gibbs,2,11
,Rocky Mountain Geology,2011-11-24,10.2113/gsrocky.46.2.165,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Stratigraphic revision of the Green River Formation in Fossil Basin, Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.46.2.165,H. P. Buchheim; R. A. Cushman; R. E. Biaggi,2,46
,Rocky Mountain Geology,2009-05-14,10.2113/gsrocky.44.1.1,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Concurrent growth of uplifts with dissimilar orientations in the southern Green River Basin, Wyoming: Implications for Paleocene-Eocene patterns of foreland shortening",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.44.1.1,P. L. Johnson; D. W. Andersen,1,44
,Rocky Mountain Geology,2010-10-12,10.2113/gsrocky.45.2.93,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Baseline geochemical characterization of potential receiving reservoirs for carbon dioxide in the Greater Green River Basin, Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.45.2.93,M. S. Smith; S. Sharma; T. B. Wyckoff; C. D. Frost,2,45
,Rocky Mountain Geology,2014-11-13,10.2113/gsrocky.49.2.167,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Reservoir stratigraphic heterogeneity within the Lower Cretaceous Muddy Sandstone in the Powder River Basin, northeast Wyoming, U.S.A.: Implications for carbon dioxide sequestration",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.49.2.167,M. Fan,2,49
10.2113/gsrocky.50.1.30,Rocky Mountain Geology,2016-01-15,10.2113/gsrocky.50.1.30,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Late Laramide tectonic fragmentation of the eastern greater Green River Basin, Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.50.1.30,Jason A. Lillegraven,1,50
10.2113/gsrocky.30.1.57,Rocky Mountain Geology,2016-01-15,10.2113/gsrocky.30.1.57,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Early Bridgerian (middle Eocene) vertebrate paleontology and paleoecology of the southern Green River Basin, Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.30.1.57,Gregg F. Gunnell; William S. Bartels,1,30
10.2113/gsrocky.30.1.85,Rocky Mountain Geology,2016-01-15,10.2113/gsrocky.30.1.85,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Myrmekomomys, a new genus of micromomyine (Mammalia, ?Microsyopidae) from the lower Eocene rocks of the Powder River basin, Wyoming",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.30.1.85,Peter Robinson,1,30
10.2113/gsrocky.30.1.91,Rocky Mountain Geology,2016-01-15,10.2113/gsrocky.30.1.91,NULL,GeoScienceWorld,0,45.478474,Crossref,"Stratigraphy,Palaeontology,Geology","Paromomyidae (?Dermoptera) from the Powder River basin, Wyoming, and a discussion of microevolution in closely-related species",NA,journal-article,http://dx.doi.org/10.2113/gsrocky.30.1.91,Peter Robinson; Logan D. Ivy,1,30
,Earth Surface Processes,2007-02-06,10.1002/esp.3760050406,NULL,Wiley-Blackwell,60,45.48331,Crossref,Engineering(all),"Channel morphology and sediment movement in a tidal river, pitt river, British Columbia",NA,journal-article,http://dx.doi.org/10.1002/esp.3760050406,Gail M. Ashley,4,5
,Columbia Law Review,2006-04-26,10.2307/1116357,NULL,JSTOR,0,45.531715,Crossref,Law,A Constitutional History of the United States,NA,journal-article,http://dx.doi.org/10.2307/1116357,John J. George; Andrew C. McLaughlin,7,35
,Columbia Law Review,2006-04-26,10.2307/1117067,NULL,JSTOR,0,45.531715,Crossref,Law,Constitutional Law of the United States,NA,journal-article,http://dx.doi.org/10.2307/1117067,John J. George; Hugh Evander Willis,7,36
,Columbia Law Review,2006-04-26,10.2307/1117017,NULL,JSTOR,0,45.531715,Crossref,Law,Growth of Legal-Aid Work in the United States,NA,journal-article,http://dx.doi.org/10.2307/1117017,Isidor Lazarus; Reginald Herber Smith; John S. Bradway,6,37
,Columbia Law Review,2006-04-26,10.2307/1120967,NULL,JSTOR,0,45.531715,Crossref,Law,"United States Export Controls--Past, Present, and Future",NA,journal-article,http://dx.doi.org/10.2307/1120967,Harold J. Berman; John R. Garson,5,67
,Columbia Law Review,2006-04-25,10.2307/1109992,NULL,JSTOR,0,45.531715,Crossref,Law,A Treatise on Equity Jurisprudence as Administered in the United States of America,NA,journal-article,http://dx.doi.org/10.2307/1109992,NaN,6,8
,Columbia Law Review,2006-04-25,10.2307/1112053,NULL,JSTOR,0,45.531715,Crossref,Law,International Law Chiefly as Interpreted and Applied by the United States,NA,journal-article,http://dx.doi.org/10.2307/1112053,John Bassett Moore; Charles Cheney Hyde,1,23
,Columbia Law Review,2006-04-25,10.2307/1109004,NULL,JSTOR,0,45.531715,Crossref,Law,"John Jay, First Chief Justice of the United States",NA,journal-article,http://dx.doi.org/10.2307/1109004,James Brown Scott,5,6
,Northwest Science,2009-01-12,10.3955/0029-344x-82.3.211,NULL,Northwest Scientific Association,34,45.568993,Crossref,"Ecology, Evolution, Behavior and Systematics","Population Characteristics of Native Freshwater Mussels in the mid-Columbia and Clearwater Rivers, Washington State",NA,journal-article,http://dx.doi.org/10.3955/0029-344x-82.3.211,Hans Helmstetler; David L. Cowles,3,82
7967,Conservation Genetics,2006-02-23,10.1007/s10592-005-7967-2,NULL,Springer Nature,47,45.57417,Crossref,"Genetics,Ecology, Evolution, Behavior and Systematics",Genetic Structure of Chum Salmon (Oncorhynchus keta) Populations in the Lower Columbia River: Are Chum Salmon in Cascade Tributaries Remnant Populations?,NA,journal-article,http://dx.doi.org/10.1007/s10592-005-7967-2,Maureen P. Small; A. E. Frye; J. F. Von Bargen; S. F. Young,1,7
10.1139/f99-283,Canadian Journal of Fisheries and Aquatic Sciences,2011-04-24,10.1139/f99-283,NULL,Canadian Science Publishing,5,45.77148,Crossref,"Aquatic Science,Ecology, Evolution, Behavior and Systematics","Land use, fishing, climate change, and the decline of Thompson River, British Columbia, coho salmon",NA,journal-article,http://dx.doi.org/10.1139/f99-283,Michael J Bradford; James R Irvine,1,57
,Canadian Journal of Fisheries and Aquatic Sciences,2002-07-27,10.1139/cjfas-57-1-13,NULL,Canadian Science Publishing,0,45.77148,Crossref,"Aquatic Science,Ecology, Evolution, Behavior and Systematics","Land use, fishing, climate change, and the decline of Thompson River, British Columbia, coho salmon",NA,journal-article,http://dx.doi.org/10.1139/cjfas-57-1-13,Michael J. Bradford; James R. Irvine,1,57
10.1175/1520-0442(1994)007<1803:ORCTIS>2.0.CO;2,Journal of Climate,2002-07-27,10.1175/1520-0442(1994)007<1803:orctis>2.0.co;2,NULL,American Meteorological Society,0,45.783493,Crossref,Atmospheric Science,On Recent Climate Trends in Selected Salmon-Hatching Areas of British Columbia,NA,journal-article,http://dx.doi.org/10.1175/1520-0442(1994)007<1803:orctis>2.0.co;2,Maurice Danard; T. S. Murty,11,7
,Ecological Monographs,2006-04-26,10.2307/1942614,NULL,Wiley-Blackwell,0,45.82744,Crossref,"Ecology, Evolution, Behavior and Systematics","Alpine and High Subalpine Plant Communities of the North Cascades Range, Washington and British Columbia",NA,journal-article,http://dx.doi.org/10.2307/1942614,George W. Douglas; L. C. Bliss,2,47
,Arctic and Alpine Research,2006-04-18,10.2307/1550531,NULL,JSTOR,0,45.828224,Crossref,Earth and Planetary Sciences(all),"Recent Tree Invasion of Subalpine Meadows in the Wind River Mountains, Wyoming",NA,journal-article,http://dx.doi.org/10.2307/1550531,Peter W. Dunwiddie,4,9
,Fishery Bulletin,2015-03-27,10.7755/fb.113.2.9,NULL,NMFS Publications Office,0,45.85707,Crossref,Aquatic Science,"Seasonal abundance, size, and host selection of western river (Lampetra ayresii) and Pacific (Entosphenus tridentatus) lampreys in the Columbia River estuary",NA,journal-article,http://dx.doi.org/10.7755/fb.113.2.9,Laurie A. Weitkamp; Susan A. Hinton; Paul J. Bentley,2,113
,Columbia Law Review,2006-04-25,10.2307/1109099,NULL,JSTOR,0,45.86876,Crossref,Law,Water Rights in the Western States,NA,journal-article,http://dx.doi.org/10.2307/1109099,Samuel E. Weil,3,9
S0921818112000422,Global and Planetary Change,2012-03-20,10.1016/j.gloplacha.2012.03.002,NULL,Elsevier BV,45,45.8747,Crossref,"Global and Planetary Change,Oceanography","Assessing streamflow sensitivity to temperature increases in the Salmon River Basin, Idaho",NA,journal-article,http://dx.doi.org/10.1016/j.gloplacha.2012.03.002,Chunling Tang; Benjamin T. Crosby; Joseph M. Wheaton; Thomas C. Piechota,NA,88-89
531,Theoretical and Applied Climatology,2011-10-04,10.1007/s00704-011-0531-8,NULL,Springer Nature,57,45.883656,Crossref,Atmospheric Science,"Climate change impacts on spatial patterns in drought risk in the Willamette River Basin, Oregon, USA",NA,journal-article,http://dx.doi.org/10.1007/s00704-011-0531-8,Il Won Jung; Heejun Chang,3-4,108
