paper_id,title,agree
671,a system dynamics model for conjunctive management of water resources in the snake river basin.,no
674,woodland dynamics at the northern range periphery: a challenge for protected area management in a changing world.,no
676,climate change impacts on maritime mountain snowpack in the oregon cascades.,no
677,an innovative aerial assessment of greater yellowstone ecosystem mountain pine beetle-caused whitebark pine mortality.,no
681,mountain landscapes offer few opportunities for high-elevation tree species migration.,no
683,drought-triggered western spruce budworm outbreaks in the interior pacific northwest: a multi-century dendrochronological record.,no
686,a simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,no
688,which tree species and biome types are most vulnerable to climate change in the us northern rocky mountains?,no
691,projected major fire and vegetation changes in the pacific northwest of the conterminous united states under selected cmip5 climate futures.,no
698,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,no
707,taking the pulse of mountains: ecosystem responses to climatic variability.,no
711,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",no
713,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",no
714,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",no
717,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,no
718,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",no
719,gradient-based habitat affinities predict species vulnerability to drought.,no
720,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,no
735,model analysis of mountain pine beetle (coleoptera: scolytidae) seasonality.,no
742,recent changes in glacier area and volume within the southern canadian cordillera.,no
746,declining summer flows of rocky mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,no
749,"postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>-dominated forests.",no
754,spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,no
759,sensitivity of juvenile salmonid growth to future climate trends,no
761,timing of redd construction by fall chinook salmon in the hanford reach of the columbia river,no
775,petrophysical and geochemical properties of columbia river flood basalt: implications for carbon sequestration,no
777,evolutionary responses by native species to major anthropogenic changes to their ecosystems: pacific salmon in the columbia river hydropower system,no
778,impacts of projected climate changes on streamflow and sediment transport for three snowmelt-dominated rivers in the interior pacific northwest,no
781,climate change and extremes in the canadian columbia basin,no
783,impact of climate change on pacific northwest hydropower,no
786,"���it's so different today���: climate change and indigenous lifeways in british columbia, canada",no
789,changing streamflow on columbia basin tribal lands���climate change and salmon,no
793,effects of climate change on hydrology and water resources in the columbia river basin,no
798,seasonal climate variability and change in the pacific northwest of the united states,no
814,a two-stage information-theoretic approach to modeling landscape-level attributes and maximum recruitment of chinook salmon in the columbia river basin,no
163,contrasting distribution patterns of invasive and naturalized non-native species along environmental gradients in a semi-arid montane ecosystem,yes
170,diversifying managed forests to increase resilience,yes
226,"summer stream temperatures influence sculpin distributions and spatial partitioning in the upper clark fork river basin, montana",yes
283,potential effects of climate change on streambed scour and risks to salmonid survival in snow-dominated mountain basins,yes
284,oregon hydrologic landscapes: a classification framework,yes
286,climate and streamflow trends in the columbia river basin: evidence for ecological and engineering resilience to climate change,yes
287,landscape-scale analysis of aboveground tree carbon stocks affected by mountain pine beetles in idaho,yes
288,"climatic, landform, microtopographic, and overstory canopy controls of tree invasion in a subalpine meadow landscape, oregon cascades, usa",yes
291,small soil storage capacity limits benefit of winter snowpack to upland vegetation,yes
292,"estimates of future flow, including extremes, of the columbia river headwaters",yes
293,changes in spring snowpack for selected basins in the united states for different climate-change scenarios,yes
294,"climate determines upper, but not lower, altitudinal range limits of pacific northwest conifers",yes
296,modeling the effects of developmental variation on insect phenology,yes
297,effects of climate change and wildfire on stream temperatures and salmonid thermal habitat in a mountain river network,yes
298,on glacier retreat and drought cycles in the rocky mountains of montana and canada,yes
299,optimized flood control in the columbia river basin for a global warming scenario,yes
301,mountain pine beetle and forest carbon feedback to climate change,yes
302,anticipated climate warming effects on bull trout habitats and populations across the interior columbia river basin,yes
307,flow regime alterations under changing climate in two river basins: implications for freshwater ecosystems,yes
308,declining mountain snowpack in western north america,yes
310,characteristics of the western united states snowpack from snowpack telemetry (snotel) data,yes
311,"carbon implications of current and future effects of drought, fire and management on pacific northwest forests",yes
313,sensitivity of soil water availability to changing snowmelt timing in the western us,yes
314,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,yes
317,mountain landscapes offer few opportunities for high-elevation tree species migration,yes
318,how will orographic precipitation respond to surface warming? an idealized thermodynamic perspective,yes
319,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",yes
321,bull trout trends in abundance and probabilities of persistence in idaho,yes
325,"the relative influence of temperature, moisture and their interaction on range limits of mammals over the past century",yes
328,"glacier meltwater contributions and glaciometeorological regime of the illecillewaet river basin, british columbia, canada",yes
331,reconstructing historical snow depth surfaces to evaluate changes in critical demographic rates and habitat components of snow-dependent and snow-restricted species,yes
332,climate change refugia for biodiversity in the klamath-siskiyou ecoregion,yes
333,"modeling effects of climate change and fire management on western white pine (pinus monticola) in the northern rocky mountains, usa",yes
335,continued warming could transform greater yellowstone fire regimes by mid-21st century,yes
337,interspecies synchrony in salmonid densities associated with large-scale bioclimatic conditions in central idaho,yes
340,"groundwater level responses in temperate mountainous terrain: regime classification, and linkages to climate and streamflow",yes
341,local atmospheric decoupling in complex topography alters climate change impacts,yes
342,"forest ecosystems, disturbance, and climatic change in washington state, usa",yes
345,"relationship between fire, climate oscillations, and drought in british columbia, canada, 1920-2000",yes
349,a mechanistic assessment of nutrient flushing at the catchment scale,yes
351,a comparison of snotel and ghcn/cru surface temperatures with free-air temperatures at high elevations in the western united states: data compatibility and trends,yes
352,a method for estimating vulnerability of douglas-fir growth to climate change in the northwestern us,yes
354,vegetation sensitivity to global anthropogenic carbon dioxide emissions in a topographically complex region,yes
355,the role of climate and vegetation change in shaping past and future fire regimes in the northwestern us and the implications for ecosystem management,yes
357,ecosystem dynamics and disturbance in mountain wildernesses: assessing vulnerability of natural resources to change,yes
361,the economic impact of the mountain pine beetle infestation in british columbia: provincial estimates from a cge analysis,yes
364,production and nutrient content of two shrub species related to fire in central idaho,yes
368,elevation-dependent responses of streamflow to climate warming,yes
372,sensitivity of snowpack storage to precipitation andtemperature using spatial and temporal analog models,yes
374,early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western united states,yes
375,a 100-year conservation experiment: impacts on forest carbon stocks and fluxes,yes
376,"tree growth and climate in the pacific northwest, north america: a broad-scale analysis of changing growth environments",yes
378,characterizing the physical and genetic structure of the lodgepole pine jack pine hybrid zone: mosaic structure and differential introgression,yes
379,"impacts of dams on flow regimes in three headwater subbasins of the columbia river basin, united states",yes
380,"factors influencing legacy pollutant accumulation in alpine osprey: biology, topography, or melting glaciers?",yes
381,modelling the ecosystem indicators of british columbia using earth observation data and terrain indices,yes
382,modeling lodgepole and jack pine vulnerability to mountain pine beetle expansion into the western canadian boreal forest,yes
383,a grid-based approach for simulating stream temperature,yes
384,survival and population size of a resident bird species are declining as temperature increases,yes
385,climate change could alter the distribution of mountain pine beetle outbreaks in western canada,yes
389,deep groundwater mediates streamflow response to climate warming in the oregon cascades,yes
390,spatial patterns of forest characteristics in the western united states derived from inventories,yes
391,"significance of trends toward earlier snowmelt runoff, columbia and missouri basin headwaters, western united states",yes
392,the structure of genetic diversity in engelmann spruce and a comparison with blue spruce,yes
394,downscaling simulations of future global climate with application to hydrologic modelling,yes
396,mid-century ensemble regional climate change scenarios for the western united states,yes
397,climate change and the outbreak ranges of two north american bark beetles,yes
398,"assessment of climate change and freshwater ecosystems of the rocky mountains, usa and canada",yes
402,"longitudinal changes in stream invertebrate assemblages of grand teton national park, wyoming",yes
403,"low genetic diversity, restricted dispersal, and elevation-specific patterns of population decline in american pikas in an atypical environment",yes
406,assessing differences in snowmelt-dependent hydrologic projections using cmip3 and cmip5 climate forcing data for the western united states,yes
406,assessing differences in snowmelt-dependent hydrologic projections using cmip3 and cmip5 climate forcing data for the western united states.,yes
409,snowpack sensitivity to perturbed climate in a cool mid-latitude mountain catchment,yes
410,"complex history of isolation and gene flow in hoary, olympic, and endangered vancouver island marmots",yes
411,forest structure and species traits mediate projected recruitment declines in western us tree species,yes
412,a model for mountain pine beetle outbreaks in an age-structured forest: predicting severity and outbreak-recovery cycle period,yes
413,indicators of climate change in idaho: an assessment framework for coupling biophysical change and social perception,yes
414,life-stage-specific physiology defines invasion extent of a riverine fish,yes
415,niche divergence of abies grandis-abies concolor hybrids,yes
416,"hydrologic modeling using elevationally adjusted narr and narccap regional climate-model simulations: tucannon river, washington",yes
417,"extinction debt in naturally contracting mountain meadows in the pacific northwest, usa: varying responses of plants and feeding guilds of nocturnal moths",yes
419,"forest as hazard, forest as victim: community perspectives and disaster mitigation in the aftermath of kelowna's 2003 wildfires",yes
423,hydrogeomorphic classification of washington state rivers to support emerging environmental flow management strategies,yes
426,evolving while invading: rapid adaptive evolution in juvenile development time for a biological control organism colonizing a high-elevation environment,yes
427,lapse rate adjustments of gridded surface temperature normals in an area of complex terrain: atmospheric reanalysis versus statistical up-sampling,yes
429,the influence of surface versus free-air decoupling on temperature trend patterns in the western united states,yes
430,conservation of caribou (rangifer tarandus) in canada: an uncertain future,yes
431,mountain pine beetle host-range expansion threatens the boreal forest,yes
432,"empirical modeling of spatial and temporal variation in warm season nocturnal air temperatures in two north idaho mountain ranges, usa",yes
434,climate change and bark beetles of the western united states and canada: direct and indirect effects,yes
435,decreased winter severity increases viability of a montane frog population,yes
437,analysis of potential impacts of climate change on forests of the united states pacific northwest,yes
438,mycorrhizal networks and complex systems: contributions of soil ecology science to managing climate change effects in forested ecosystems,yes
439,precipitation and temperature estimation error at alpine treeline ecotones using the mountain climate simulator model (mt-clim),yes
440,synthesis of sediment yields after wildland fire in different rainfall regimes in the western united states,yes
442,us forest service bark beetle research in the western united states: looking toward the future,yes
444,"past, present, and future old growth in frequent-fire conifer forests of the western united states",yes
448,trends in temperature and precipitation in the pacific northwest during the twentieth century,yes
449,soil-surface carbon dioxide efflux and microbial biomass in relation to tree density 13 years after a stand replacing fire in a lodgepole pine ecosystem,yes
451,transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications,yes
453,"aftermath of mountain pine beetle outbreak in british columbia: stand dynamics, management response and ecosystem resilience",yes
454,influences of vegetation disturbance on hydrogeomorphic response following wildfire,yes
456,"potential near-future carbon uptake overcomes losses from a large insect outbreak in british columbia, canada",yes
458,facing a changing world: thermal physiology of american pikas (ochotona princeps),yes
459,fire and flood expand the floodplain shifting habitat mosaic concept,yes
460,shifting ecological filters mediate postfire expansion of seedling aspen (populus tremuloides) in yellowstone,yes
461,a forest vulnerability index based on drought and high temperatures,yes
462,spatial variation of snowmelt and sublimation in a high-elevation semi-desert basin of western canada.,yes
463,effects of increased soil water availability on grassland ecosystem carbon dioxide fluxes.,yes
464,"effects of co<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub>-induced climatic changes on snowpack and streamflow.",yes
465,weak effect of climate variability on coexistence in a sagebrush steppe community.,yes
466,"climatic and biophysical controls on conifer species distributions in mountain forests of washington state, usa.",yes
467,examining the relationship between drought indices and groundwater levels,yes
469,impacts of postdam land use/land cover changes on modification of extreme precipitation in contrasting hydroclimate and terrain features,yes
471,"alpine glaciers and permanent ice and snow patches in western canada approach their smallest sizes since the mid-holocene, consistent with global trends",yes
474,extent of the rain-snow transition zone in the western u.s. under historic and projected climate,yes
475,"catchment-scale modeling of nitrogen dynamics in a temperate forested watershed, oregon. an interdisciplinary communication strategy",yes
477,recent declines in western u.s. snowpack in the context of twentieth-century climate variability,yes
478,visualizing spatial heterogeneity of western u.s. climate variability,yes
479,ecoregion and land-use influence invertebrate and detritus transport from headwater streams,yes
482,regional approach for mapping climatological snow water equivalent over the mountainous regions of the western united states,yes
488,flood quantiles in a changing climate: seasonal forecasts and causal relations.,yes
493,combined effects of the southern oscillation index and the pacific decadal oscillation on a stochastic daily precipitation model.,yes
497,local-scale validation of the surface observation gridding system with weather observations in a semi-arid environment.,yes
499,comparison of growth and stress in resident redband trout held in laboratory simulations of montane and desert summer temperature cycles.,yes
500,"forest ecosystems, disturbance, and climatic change in washington state, usa.",yes
501,"long-term snow, climate, and streamflow trends at the reynolds creek experimental watershed, owyhee mountains, idaho, united states.",yes
502,current health issues and management strategies for white pines in the western united states and canada.,yes
505,sensitivity of the north american monsoon to antecedent rocky mountain snowpack.,yes
509,"periglacial debris-flow initiation and susceptibility and glacier recession from imagery, airborne lidar, and ground-based mapping.",yes
510,"assessing streamflow sensitivity to temperature increases in the salmon river basin, idaho.",yes
515,future u.s. wildfire potential trends projected using a dynamically downscaled climate change scenario.,yes
517,stream isotherm shifts from climate change and implications for distributions of ectothermic organisms.,yes
521,using climate-fvs to project landscape-level forest carbon stores for 100 years from field and lidar measures of initial conditions.,yes
522,validation and sensitivity test of the distributed hydrology soil-vegetation model (dhsvm) in a forested mountain watershed.,yes
526,predicting thermal vulnerability of stream and river ecosystems to climate change.,yes
527,"hydrologic modeling using elevationally adjusted narr and narccap regional climate-model simulations: tucannon river, washington.",yes
528,"modeling ecohydrological impacts of land management and water use in the silver creek basin, idaho.",yes
529,unpacking the 'information barrier': comparing perspectives on information as a barrier to climate change adaptation in the interior mountain west.,yes
530,"warming, competition, and <i xmlns=""http://www.w3.org/1999/xhtml"">bromus tectorum</i> population growth across an elevation gradient.",yes
535,a new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,yes
536,geologic and geomorphic controls on the occurrence of fens in the oregon cascades and implications for vulnerability and conservation.,yes
538,modelling the northward expansion of culicoides sonorensis under future climate scenarios.,yes
539,"adapting transportation to climate change on federal lands in washington state, u.s.a.",yes
540,are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the western usa?,yes
543,nutritional analysis of sagebrush by near-infrared reflectance spectroscopy.,yes
544,regional carbon cycle responses to 25 years of variation in climate and disturbance in the us pacific northwest.,yes
545,influences of vegetation disturbance on hydrogeomorphic response following wildfire.,yes
546,surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,yes
549,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,yes
550,an investigation of the snowpack signal in moisture-sensitive trees from the southern canadian cordillera.,yes
551,occupancy and abundance of predator and prey: implications of the fire-cheatgrass cycle in sagebrush ecosystems.,yes
557,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,yes
559,understanding controls on historical river discharge in the world's largest drainage basins,yes
561,"long-duration drought variability and impacts on ecosystem services: a case study from glacier national park, montana",yes
564,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",yes
566,transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications.,yes
568,the effect of climate change on floods in british columbia.,yes
569,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin.,yes
570,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",yes
571,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,yes
573,"growth response of ponderosa pine (pinus ponderosa) to climate in the eastern cascade mountains, washington, u.s.a.: implications for climatic change.",yes
576,"carbon storage in subalpine tree island, north cascade range, washington.",yes
578,"rocky mountain ecosystems: diversity, complexity and interactions.",yes
582,a bird's eye view of small tenure holdings in british columbia.,yes
584,the metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in british columbia.,yes
590,learning to deal with climate change and catastrophic forest disturbances.,yes
591,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,yes
594,forest health and climate change: a british columbia perspective.,yes
596,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,yes
597,"tree invasion of a montane meadow complex: temporal trends, spatial patterns, and biotic interactions.",yes
600,standardized occupancy maps for selected wildlife in central british columbia.,yes
602,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,yes
604,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,yes
605,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,yes
606,restoring salmon habitat for a changing climate,yes
606,restoring salmon habitat for a changing climate.,yes
609,climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,yes
611,floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,yes
614,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,yes
616,assessing the impacts of projected climate change on biodiversity in the protected areas of western north america.,yes
618,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin.",yes
619,relative importance of climate and mountain pine beetle outbreaks on the occurrence of large wildfires in the western usa.,yes
620,the natural history of the south hills crossbill in relation to its impending extinction.,yes
623,high and dry: post-fire tree seedling establishment in subalpine forests decreases with post-fire drought and large stand-replacing burn patches.,yes
624,climate influences on whitebark pine mortality from mountain pine beetle in the greater yellowstone ecosystem.,yes
625,simulated water budget of a small forested watershed in the continental/maritime hydroclimatic region of the united states.,yes
627,"targeted capture sequencing in whitebark pine reveals range-wide demographic and adaptive patterns despite challenges of a large, repetitive genome.",yes
628,potential influence of wildfire in modulating climate-induced forest redistribution in a central rocky mountain landscape.,yes
630,"efffects of hydrology on zooplankton communities in high mountain ponds, mount rainier national park, usa",yes
631,effect of climate change on hydrologic regime of two climatically different watersheds,yes
632,phenology-mediated effects of climatic change on some simulated british columbia forests.,yes
637,trends in temperature and precipitation in the pacific northwest during the twentieth century,yes
638,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies.,yes
640,"changes in the chemistry of lakes and precipitation in high-elevation national parks in the western united states, 1985-1999.",yes
641,"postglacial fire, vegetation, and climate history in the clearwater range, northern idaho, usa",yes
641,"postglacial fire, vegetation, and climate history in the clearwater range, northern idaho, usa.",yes
642,climate precursors of multidecadal drought variability in the western united states.,yes
643,complex interactions shaping aspen dynamics in the greater yellowstone ecosystem,yes
643,complex interactions shaping aspen dynamics in the greater yellowstone ecosystem.,yes
645,"water, adaptation, and property rights on the snake and klamath rivers.",yes
647,climate drivers of regionally synchronous fires in the inland northwest (1651-1900).,yes
648,"long-term fire history from alluvial fan sediments: the role of drought and climate variability, and implications for management of rocky mountain forests.",yes
650,detection and attribution of streamflow timing changes to climate change in the western united states.,yes
651,"the coastal-disjunct mesic flora in the inland pacific northwest of usa and canada: refugia, dispersal and disequilibrium.",yes
652,predicting effects of hydrologic alteration and climate change on ecosystem metabolism in a western u.s. river.,yes
653,are pollen-based climate models improved by combining surface samples from soil and lacustrine substrates?,yes
655,reconstructing snowmelt in idaho's watershed using historic streamflow records.,yes
656,"climatic and morphometric controls on the altitudinal range of glaciers, british columbia, canada",yes
656,"climatic and morphometric controls on the altitudinal range of glaciers, british columbia, canada.",yes
657,distribution of american pikas in a low-elevation lava landscape: conservation implications from the range periphery.,yes
658,ecological impacts and management strategies for western larch in the face of climate-change,yes
661,small soil storage capacity limits benefit of winter snowpack to upland vegetation,yes
