id,authors_long,author
1316,"rice, robert",r. rice
1317,"benda, lee e.",l. benda
1317,"bisson, peter a.",p. bisson
1317,"reeves, gordon h.",g. reeves
1317,"rieman, bruce e.",b. rieman
1321,"hicke, jeffrey a.",j. hicke
1321,"logan, jesse a.",j. logan
1321,"ojima, dennis s.",d. ojima
1321,"powell, james",j. powell
1324,"metzger, kl",k. metzger
1324,"romme, wh",w. romme
1324,"turner, mg",m. turner
1335,"aitken, sn",s. aitken
1335,"hamann, a",a. hamann
1335,"spittlehouse, dl",d. spittlehouse
1335,"wang, t",t. wang
1345,"brassard, bw",b. brassard
1345,"chen, hyh",h. chen
1346,"fagre, daniel b.",d. fagre
1346,"graumlich, lisa j.",l. graumlich
1346,"gray, stephen t.",s. gray
1346,"pederson, gregory t.",g. pederson
1359,"bentz, bj",b. bentz
1359,"gibson, k",k. gibson
1359,"kegley, s",s. kegley
1359,"thier, r",r. thier
1361,"georgakakos, a",a. georgakakos
1361,"gibson, ca",c. gibson
1361,"hay, le",l. hay
1361,"meyer, jl",j. meyer
1361,"poff, nl",n. poff
1367,"karst-riddoch, tl",t. karst-riddoch
1367,"pisaric, mfj",m. pisaric
1367,"smol, jp",j. smol
1367,"youngblut, dk",d. youngblut
1373,"chowanski, k",k. chowanski
1373,"hartman, m",m. hartman
1373,"losleben, m",m. losleben
1373,"pepin, nc",n. pepin
1374,"rood, sb",s. rood
1374,"samuelson, gm",g. samuelson
1374,"weber, jk",j. weber
1374,"wywrot, ka",k. wywrot
1376,"littell, js",j. littell
1376,"peterson, dl",d. peterson
1380,"logan, ja",j. logan
1380,"powell, ja",j. powell
1382,"salathe, ep",e. salathe
1383,"gedalof, z",z. gedalof
1383,"mantua, nj",n. mantua
1383,"peterson, dl",d. peterson
1385,"daly, gl",g. daly
1385,"wania, f",f. wania
1387,"clark, mp",m. clark
1387,"hamlet, af",a. hamlet
1387,"lettenmaier, dp",d. lettenmaier
1387,"mote, pw",p. mote
1388,"kim, j",j. kim
1391,"gedalof, z",z. gedalof
1391,"mantua, nj",n. mantua
1391,"peterson, dl",d. peterson
1393,"jull, ajt",a. jull
1393,"meyer, ga",g. meyer
1393,"pierce, jl",j. pierce
1394,"kashian, dm",d. kashian
1394,"litton, cm",c. litton
1394,"romme, wh",w. romme
1394,"tinker, db",d. tinker
1394,"turner, mg",m. turner
1401,"millar, ci",c. millar
1401,"westfall, rd",r. westfall
1402,"beebee, ra",r. beebee
1402,"manga, m",m. manga
1413,"bian, xd",x. bian
1413,"han, jg",j. han
1413,"leung, lr",l. leung
1413,"qian, y",y. qian
1413,"roads, jo",j. roads
1413,"washington, wm",w. washington
1414,"cayan, dr",d. cayan
1414,"dettinger, md",m. dettinger
1414,"stewart, it",i. stewart
1415,"carroll, al",a. carroll
1415,"regniere, j",j. regniere
1415,"safranyik, l",l. safranyik
1415,"taylor, sw",s. taylor
1426,"mote, pw",p. mote
1430,"bartlein, pj",p. bartlein
1430,"bell, jl",j. bell
1430,"diffenbaugh, ns",n. diffenbaugh
1430,"kaplan, j",j. kaplan
1430,"shafer, sl",s. shafer
1430,"sloan, lc",l. sloan
1430,"snyder, ma",m. snyder
1431,"marlon, j",j. marlon
1431,"shafer, sl",s. shafer
1431,"whitlock, c",c. whitlock
1437,"bian, xd",x. bian
1437,"hunt, a",a. hunt
1437,"leung, lr",l. leung
1437,"qian, y",y. qian
1438,"knight, dh",d. knight
1438,"litton, cm",c. litton
1438,"ryan, mg",m. ryan
1438,"stahl, pd",p. stahl
1445,"bretherton, cs",c. bretherton
1445,"salathe, ep",e. salathe
1445,"widmann, m",m. widmann
1453,"aitken, sn",s. aitken
1453,"el-kassaby, ya",y. el-kassaby
1453,"krakowski, j",j. krakowski
1456,"reed, ra",r. reed
1456,"romme, wh",w. romme
1456,"turner, mg",m. turner
1456,"tuskan, ga",g. tuskan
1459,"hebda, r",r. hebda
1459,"heinrichs, m",m. heinrichs
1459,"palmer, s",s. palmer
1459,"scudder, g",g. scudder
1459,"walker, i",i. walker
1467,"hebda, rj",r. hebda
1467,"heinrichs, ml",m. heinrichs
1467,"palmer, sl",s. palmer
1467,"walker, ir",i. walker
1472,"arritt, rw",r. arritt
1472,"kim, j",j. kim
1472,"kim, tk",t. kim
1472,"miller, nl",n. miller
1477,"hay, le",l. hay
1477,"mccabe, gj",g. mccabe
1479,"liebhold, andrew m.",a. liebhold
1479,"williams, david w.",d. williams
1483,"klopatek, jm",j. klopatek
1490,"jones, ja",j. jones
1490,"post, da",d. post
1501,"majorowicz, ja",j. majorowicz
1501,"skinner, wr",w. skinner
1507,"dalezios, nr",n. dalezios
1507,"loukas, a",a. loukas
1507,"vasiliades, l",l. vasiliades
1512,"hallett, d",d. hallett
1512,"walker, r",r. walker
1520,"hay, le",l. hay
1520,"leavesley, gh",g. leavesley
1520,"wilby, rjl",r. wilby
1526,"fagre, db",d. fagre
1526,"peterson, dl",d. peterson
1528,"morgan, p",p. morgan
1528,"rollins, m",m. rollins
1528,"swetnam, t",t. swetnam
1529,"martinec, j",j. martinec
1529,"rango, a",a. rango
1531,"leung, lr",l. leung
1531,"wigmosta, ms",m. wigmosta
1532,"berg, a",a. berg
1532,"byrne, jm",j. byrne
1532,"townshend, i",i. townshend
1534,"lettenmaier, dp",d. lettenmaier
1534,"palmer, rn",r. palmer
1534,"stakhiv, ez",e. stakhiv
1534,"wood, aw",a. wood
1534,"wood, ef",e. wood
1536,"ghan, sj",s. ghan
1536,"leung, lr",l. leung
1537,"armstrong, rl",r. armstrong
1537,"clark, mp",m. clark
1537,"mcginnis, da",d. mcginnis
1537,"pulwarty, rs",r. pulwarty
1537,"serreze, mc",m. serreze
1548,"hart, sc",s. hart
1548,"perry, da",d. perry
1551,"loukas, a",a. loukas
1551,"quick, mc",m. quick
1564,"halpern, cb",c. halpern
1564,"miller, ea",e. miller
1569,"baron, js",j. baron
1569,"campbell, dh",d. campbell
1569,"fausch, kd",k. fausch
1569,"hauer, fr",f. hauer
1569,"hostetler, sw",s. hostetler
1569,"leavesley, gh",g. leavesley
1569,"leavitt, pr",p. leavitt
1569,"mcknight, dm",d. mcknight
1569,"stanford, ja",j. stanford
1576,"hadly, ea",e. hadly
1577,"burton, pj",p. burton
1577,"cumming, sg",s. cumming
1578,"harte, j",j. harte
1578,"loik, me",m. loik
1581,"pelto, ms",m. pelto
1585,"loukas, athanasios",a. loukas
1585,"quick, michael c.",m. quick
1587,"delgado, ja",j. delgado
1587,"follett, rf",r. follett
1587,"follett, rh",r. follett
1587,"klemedtsson, lk",l. klemedtsson
1587,"mosier, ar",a. mosier
1587,"vermeulen, j",j. vermeulen
1587,"westfall, dg",d. westfall
1588,"keleher, cj",c. keleher
1588,"rahel, fj",f. rahel
1590,"girdner, sf",s. girdner
1590,"larson, gl",g. larson
1593,"bartlein, pj",p. bartlein
1593,"clark, pu",p. clark
1601,"ghan, sj",s. ghan
1601,"leung, lr",l. leung
1602,"peterson, dl",d. peterson
1602,"peterson, dw",d. peterson
1607,"martinec, j",j. martinec
1607,"rango, a",a. rango
1611,"childress, ae",a. childress
1611,"rango, a",a. rango
1611,"vankatwijk, vf",v. vankatwijk
1614,"brettmann, kl",k. brettmann
1614,"lettenmaier, dp",d. lettenmaier
1614,"scott, mj",m. scott
1614,"vail, lw",l. vail
1614,"yabusaki, sb",s. yabusaki
1619,"fleagle, rg",r. fleagle
1620,"peterson, dl",d. peterson
1622,"perry, timothy d
geography, college of earth, ocean, and atmospheric sciences, oregon state university, corvallis, or, 97331, usa.
timothy
timothy d perry
perry
d
perry, timothy d , jones, julia a
julia
julia a jones
jones
a
jones, julia a",t. perry
1634,"leelaruban, navaratnam
n.
navaratnam
leelaruban
navaratnam leelaruban , padmanabhan, g
g.
g
padmanabhan
g padmanabhan , oduor, peter
p.
peter
oduor
peter oduor",n. leelaruban
1700,"allyson beall king , thornton, melanie",b. allyson beall king 
1738,"vache, kellie
k.
kellie
vache
kellie vache , breuer, lutz
l.
lutz
breuer
lutz breuer , jones, julia
j.
julia
jones
julia jones , sollins, phil
p.
phil
sollins
phil sollins",k. vache
1807,"crawford, christopher j
cryospheric sciences laboratory (code 615), nasa goddard space flight center, greenbelt, md, 20771, usa.
christopher
christopher j crawford
crawford
j
crawford, christopher j",c. crawford
1817,"koch, johannes
j.
johannes
koch
johannes koch , clague, john j
j.
j.
john
j
clague
john j clague , osborn, gerald
g.
gerald
osborn
gerald osborn",j. koch
1823,"wilson, rob
r.
rob
wilson
rob wilson , rao, rohit
r.
rohit
rao
rohit rao , rydval, milos
m.
milos
rydval
milos rydval, cheryl wood , larsson, lars, luckman, brian h
b.
h.
brian
h
luckman
brian h luckman",r. wilson
1834,"abatzoglou, john t
department of geography, university of idaho, moscow, idaho
john
john t abatzoglou
abatzoglou
t
abatzoglou, john t , barbero, renaud
renaud
renaud barbero
barbero
barbero, renaud , wolf, jacob w
jacob
jacob w wolf
wolf
w
wolf, jacob w , holden, zachary a
zachary
zachary a holden
holden
a
holden, zachary a",j. abatzoglou
1851,"klos, pzion
college of natural resources, university of idaho, moscow, idaho, usa.
pzion
pzion klos
klos
klos, pzion , link, timothy e
timothy
timothy e link
link
e
link, timothy e , abatzoglou, john t
john
john t abatzoglou
abatzoglou
t
abatzoglou, john t",p. klos
1869,"woldemichael, abel t
tennessee technological university, cookeville, tennessee
abel
abel t woldemichael
woldemichael
t
woldemichael, abel t , hossain, faisal
faisal
faisal hossain
hossain
hossain, faisal , pielke, roger sr
roger
roger sr pielke
pielke
sr
pielke, roger sr",a. woldemichael
1891,"wada, y
y
y wada
wada
y wada , wisser, d
d
d wisser
wisser
d wisser , bierkens, m f p
m
m f p bierkens
bierkens
f p
m f p bierkens",y. wada
1931,"wei, xiaohua
x.
xiaohua
wei
xiaohua wei , liu, wenfei
w.
wenfei
liu
wenfei liu , zhou, peicong
p.
peicong
zhou
peicong zhou",x. wei
1963,"maness, h
1] department of physics, university of toronto, toronto, ontario, m5s 1a7, canada [2] department of earth and planetary sciences, university of california at berkeley, berkeley, california 94720, usa
h
h maness
maness
maness, h , kushner, p j
p
p j kushner
kushner
j
kushner, pj , fung, i
i
i fung
fung
fung, i",h. maness
2022,"tranel, lisa m
department of geosciences, virginia tech, blacksburg, va
lisa
lisa m tranel
tranel
m
tranel, lisa m , spotila, james a
james
james a spotila
spotila
a
spotila, james a , kowalewski, michal j
michal
michal j kowalewski
kowalewski
j
kowalewski, michal j , waller, claire m
claire
claire m waller
waller
m
waller, claire m",l. tranel
2040,"moradkhani, hamid
h.
hamid
moradkhani
hamid moradkhani , hay, lauren
l.
lauren
hay
lauren hay , markstrom, steve
s.
steve
markstrom
steve markstrom",h. moradkhani
2044,"mizukami, naoki
naoki
naoki mizukami
mizukami
mizukami, naoki , perica, sanja
sanja
sanja perica
perica
perica, sanja , hatch, david
david
david hatch
hatch
hatch, david",n. mizukami
2057,"wise, erika k
department of geography, university of north carolina at chapel hill, chapel hill, nc 27599, usa
erika
erika k wise
wise
k
wise, erika k",e. wise
2071,"shinker, jacqueline j.
j.
j.
jacqueline
j.
shinker
jacqueline j. shinker",j. shinker
2085,"binckley, christopher a
*alaska cooperative fish and wildlife research unit, institute of arctic biology, university of alaska fairbanks, fairbanks, ak, u.s.a. 1,
bincklec@arcadia.edu
christopher
christopher a binckley
binckley
a
binckley, christopher a , wipfli, mark s
mark
mark s wipfli
wipfli
s
wipfli, mark s , medhurst, rbruce
rbruce
rbruce medhurst
medhurst
medhurst, rbruce , polivka, karl
karl
karl polivka
polivka
polivka, karl , hessburg, paul
paul
paul hessburg
hessburg
hessburg, paul , brion salter, r
brion salter, r , kill, joshua y
joshua
joshua y kill
kill
y
kill, joshua y",c. binckley
2101,"mccabe, gregory j.
g.
j.
gregory
j.
mccabe
gregory j. mccabe , wolock, david m.
d.
m.
david
m.
wolock
david m. wolock",g. mccabe
2200,"pederson, gregory t.
g.
t.
gregory
t.
pederson
gregory t. pederson , gray, stephen t.
s.
t.
stephen
t.
gray
stephen t. gray , fagre, daniel b.
d.
b.
daniel
b.
fagre
daniel b. fagre , graumlich, lisa j.
l.
j.
lisa
j.
graumlich
lisa j. graumlich",g. pederson
2213,"snyder, mark a.
m.
a.
mark
a.
snyder
mark a. snyder , sloan, lisa c.
l.
c.
lisa
c.
sloan
lisa c. sloan",m. snyder
2216,"fye+, falko k.
f.
k.
falko
k.
fye+
falko k. fye+ , stahle, david w.
d.
w.
david
w.
stahle
david w. stahle , cook, edward r.
e.
r.
edward
r.
cook
edward r. cook",f. fye+
2226,"potter, christopher
c.
christopher
potter
christopher potter , zhang, pusheng
p.
pusheng
zhang
pusheng zhang , klooster, steven
s.
steven
klooster
steven klooster , genovese, vanessa
v.
vanessa
genovese
vanessa genovese , shekhar, shashi
s.
shashi
shekhar
shashi shekhar , kumar, vipin
v.
vipin
kumar
vipin kumar",c. potter
2230,"leung, l r
pacific northwest national laboratory, 902 battelle blvd., p.o. box 999, richland, wa 99352, usa,
rubyleung@pnl.gov
l
l r leung
leung
r
leung, lr , qian, y
y
y qian
qian
qian, y , bian, x
x
x bian
bian
bian, x , hunt, a
a
a hunt
hunt
hunt, a",l. leung
2231,"widmann, m
institute for coastal research, gkss research centre, d 21502 geesthacht, germany,
widmann@gkss.de
m
m widmann
widmann
widmann, m , bretherton, c s
c
c s bretherton
bretherton
s
bretherton, cs , salathe, ep jr
ep
ep jr salathe
salathe
jr
salathe, ep jr",m. widmann
2234,"heyerdahl, emily k
emily
emily k heyerdahl
heyerdahl
k
emily k. heyerdahl , brubaker, linda b
linda
linda b brubaker
brubaker
b
linda b. brubaker , agee, james k
james
james k agee
agee
k
james k. agee",e. heyerdahl
2375,"jost, g
department of geography, univ. of british columbia, canada
g
g jost
jost
jost, g , moore, r d
r
r d moore
moore
d
moore, rd , menounos, b
b
b menounos
menounos
menounos, b , wheate, r
r
r wheate
wheate
wheate, r",g. jost
2391,"mote, p w
jisao/sma climate impacts group, box 354235, university of washington, seattle, washington 98195, usa,
philiptmos.washington.edu
p
p w mote
mote
w
mote, pw",p. mote
2394,"post, da
csiro division of land and water, davies laboratory, pmb po, aitkenvale, queensland 4814, australia,
david.post@csiro.au
da
da post
post
post, da , jones, ja
ja
ja jones
jones
jones, ja",d. post
2398,"loukas, a
28 agamemnonos st., 56224 evosmos, thessaloniki, greece
a
a loukas
loukas
loukas, a , quick, m c
m
m c quick
quick
c
quick, mc",a. loukas
2399,"girdner, s f
crater lake natl. park, crater lake, or 97604, usa
s
s f girdner
girdner
f
girdner, sf , larson, g l
g
g l larson
larson
l
larson, gl",s. girdner
2412,"smith, d. j.",d. smith
2412,"wood, l. j.",l. wood
2413,"arismendi, i.",i. arismendi
2413,"grant, g. e.",g. grant
2413,"lewis, s. l.",s. lewis
2413,"nolin, a.",a. nolin
2413,"safeeq, m.",m. safeeq
2414,"baxter, c. v.",c. baxter
2414,"kirk, r. w. van",r. kirk
2414,"marcarelli, a. m.",a. marcarelli
2417,"allen, r.",r. allen
2417,"contor, b.",b. contor
2417,"johnson, g.",g. johnson
2417,"ryu, j. h.",j. ryu
2417,"tracy, j.",j. tracy
2418,"hart, m.",m. hart
2418,"sailor, d. j.",d. sailor
2418,"smith, m.",m. smith
2419,"molotch, n. p.",n. molotch
2419,"trujillo, e.",e. trujillo
2420,"goring, s.",s. goring
2420,"lacourse, t.",t. lacourse
2420,"mathewes, r. w.",r. mathewes
2420,"pellatt, m. g.",m. pellatt
2420,"walker, i. r.",i. walker
2421,"abatzoglou, j. t.",j. abatzoglou
2421,"dobrowski, s. z.",s. dobrowski
2421,"holsinger, l. m.",l. holsinger
2421,"miller, c.",c. miller
2421,"parisien, m. a.",m. parisien
2421,"parks, s. a.",s. parks
2422,"bell, d. m.",d. bell
2422,"bradford, j. b.",j. bradford
2422,"lauenroth, w. k.",w. lauenroth
2424,"kienzle, s. w.",s. kienzle
2424,"ludwig, r.",r. ludwig
2424,"springer, j.",j. springer
2427,"wise, e. k.",e. wise
2428,"bala, g.",g. bala
2428,"barnett, t. p.",t. barnett
2428,"bonfils, c.",c. bonfils
2428,"cayan, d. r.",d. cayan
2428,"das, t.",t. das
2428,"dettinger, m. d.",m. dettinger
2428,"hidalgo, h. g.",h. hidalgo
2428,"mirin, a.",a. mirin
2428,"nozawa, t.",t. nozawa
2428,"pierce, d. w.",d. pierce
2428,"santer, b. d.",b. santer
2428,"wood, a. w.",a. wood
2432,"jin, x.",x. jin
2432,"sridhar, v.",v. sridhar
2433,"crosby, b. t.",b. crosby
2433,"derryberry, d. r.",d. derryberry
2433,"godsey, s. e.",s. godsey
2433,"tennant, c. j.",c. tennant
2433,"vankirk, r. w.",r. vankirk
2436,"grant, g. e.",g. grant
2436,"lewis, s. l.",s. lewis
2436,"safeeq, m.",m. safeeq
2436,"tague, c. l.",c. tague
2439,"chapman, t. b.",t. chapman
2439,"hart, s. j.",s. hart
2439,"schoennagel, t.",t. schoennagel
2439,"veblen, t. t.",t. veblen
2440,"hoekema, d. j.",d. hoekema
2440,"sridhar, v.",v. sridhar
2441,"cansler, c. a.",c. cansler
2441,"halpern, c. b.",c. halpern
2441,"mckenzie, d.",d. mckenzie
2442,"aitken, s. n.",s. aitken
2442,"fitzpatrick, c. r.",c. fitzpatrick
2442,"hamann, a.",a. hamann
2442,"liepe, k. j.",k. liepe
2442,"smets, p.",p. smets
2443,"hoekema, d. j.",d. hoekema
2443,"sridhar, v.",v. sridhar
2444,"jost, g.",g. jost
2444,"menounos, b.",b. menounos
2444,"moore, r. d.",r. moore
2444,"wheate, r.",r. wheate
2445,"hansen, a. j.",a. hansen
2445,"phillips, l. b.",l. phillips
2446,"abatzoglou, j. t.",j. abatzoglou
2446,"larkin, n. k.",n. larkin
2446,"mckenzie, d.",d. mckenzie
2446,"stavros, e. n.",e. stavros
2453,"daniels, l. d.",l. daniels
2453,"hessl, a. e.",a. hessl
2453,"heyerdahl, e. k.",e. heyerdahl
2453,"littell, j. s.",j. littell
2453,"mantua, n. j.",n. mantua
2453,"mckenzie, d.",d. mckenzie
2455,"bian, x. d.",x. bian
2455,"hunt, a.",a. hunt
2455,"leung, l. r.",l. leung
2455,"qian, y.",y. qian
2459,"abatzoglou, j. a.",j. abatzoglou
2459,"cansler, c. a.",c. cansler
2459,"kane, j. t.",j. kane
2459,"key, c. h.",c. key
2459,"kolden, c. a.",c. kolden
2459,"lutz, j. a.",j. lutz
2459,"wagtendonk, j. w. van",j. wagtendonk
2461,"bell, d. m.",d. bell
2461,"bradford, j. b.",j. bradford
2461,"lauenroth, w. k.",w. lauenroth
2463,"aubry, k. b.",k. aubry
2463,"copeland, j. p.",j. copeland
2463,"elsner, m. m.",m. elsner
2463,"littell, j. s.",j. littell
2463,"mauger, g. s.",g. mauger
2463,"mckelvey, k. s.",k. mckelvey
2463,"parks, s. a.",s. parks
2463,"schwartz, m. k.",m. schwartz
2463,"squires, j. r.",j. squires
2464,"maclennan, m. m.",m. maclennan
2464,"messner, j. s.",j. messner
2464,"vinebrooke, r. d.",r. vinebrooke
2465,"andrade, a. j.",a. andrade
2465,"keane, r. e.",r. keane
2465,"pansing, e. r.",e. pansing
2465,"resler, l. m.",l. resler
2465,"tomback, d. f.",d. tomback
2465,"wagner, a. c.",a. wagner
2466,"anderson, k.",k. anderson
2466,"beaulieu, p. a.",p. beaulieu
2466,"chen, j.",j. chen
2466,"cousineau, s.",s. cousineau
2466,"davignon, d.",d. davignon
2466,"moran, m. d.",m. moran
2466,"pavlovic, r.",r. pavlovic
2468,"johnson, a. c.",a. johnson
2468,"yeakley, j. a.",j. yeakley
2472,"gavin, d. g.",d. gavin
2473,"mote, p. w.",p. mote
2475,"brown, k.",k. brown
2475,"graumlich, l. j.",l. graumlich
2475,"hansen, a. j.",a. hansen
2475,"keane, r. e.",r. keane
2477,"bradford, j. b.",j. bradford
2477,"lauenroth, w. k.",w. lauenroth
2477,"schlaepfer, d. r.",d. schlaepfer
2482,"campbell, d. h.",d. campbell
2482,"clow, d. w.",d. clow
2482,"dornblaser, m.",m. dornblaser
2482,"elliott, j. g.",j. elliott
2482,"krabbenhoft, d. p.",d. krabbenhoft
2482,"roth, d. a.",d. roth
2482,"sickman, j. o.",j. sickman
2482,"striegl, r. g.",r. striegl
2485,"mustaphi, c. j. c.",c. mustaphi
2485,"pisaric, m. f. j.",m. pisaric
2489,"d������ry, s. j.",s. d������ry
2489,"forrester, b. j.",b. forrester
2489,"leggat, m. s.",m. leggat
2489,"menounos, b.",b. menounos
2489,"owens, p. n.",p. owens
2489,"stott, t. a.",t. stott
2490,"bartz, k. k.",k. bartz
2490,"mcclure, m. m.",m. mcclure
2490,"walters, a. w.",a. walters
2492,"betancourt, j. l.",j. betancourt
2492,"dicus, g. h.",g. dicus
2492,"garrett, l. k.",l. garrett
2492,"hansen, a. j.",a. hansen
2492,"lonneker, m. k.",m. lonneker
2492,"powell, s. l.",s. powell
2492,"rodhouse, t. j.",t. rodhouse
2493,"buotte, p. c.",p. buotte
2493,"hicke, j. a.",j. hicke
2493,"mckelvey, k. s.",k. mckelvey
2493,"peterson, d. l.",d. peterson
2496,"arritt, r. w.",r. arritt
2496,"kim, j.",j. kim
2496,"kim, t. k.",t. kim
2496,"miller, n. l.",n. miller
2506,"kunkel, m. l.",m. kunkel
2506,"pierce, j. l.",j. pierce
2512,"chapman, p. l.",p. chapman
2512,"collins, b. m.",b. collins
2512,"omi, p. n.",p. omi
2518,"meyer, g.",g. meyer
2518,"pierce, j.",j. pierce
2522,"bachelet, d.",d. bachelet
2522,"ferschweiler, k.",k. ferschweiler
2522,"sheehan, t.",t. sheehan
2523,"peterson, d. l.",d. peterson
2523,"peterson, d. w.",d. peterson
2524,"means, j. e.",j. means
2524,"schreiner, e. g.",e. schreiner
2524,"silsbee, d. g.",d. silsbee
2524,"woodward, a.",a. woodward
2527,"scoullar, k.",k. scoullar
2527,"seely, b.",b. seely
2527,"welham, c.",c. welham
2531,"ettl, g. j.",g. ettl
2531,"peterson, d. l.",d. peterson
2531,"peterson, d. w.",d. peterson
2535,"duli������re, v.",v. duli������re
2535,"leung, l. r.",l. leung
2535,"qian, y.",y. qian
2535,"salath������, e. p., jr.",e. salath������
2535,"zhang, y. x.",y. zhang
2540,"menounos, b.",b. menounos
2540,"schiefer, e.",e. schiefer
2541,"bachelet, d.",d. bachelet
2541,"brooks, m. l.",m. brooks
2541,"cross, m. s.",m. cross
2541,"enquist, c. a. f.",c. enquist
2541,"fleishman, e.",e. fleishman
2541,"graumlich, l. j.",l. graumlich
2541,"groves, c. r.",c. groves
2541,"hannah, l.",l. hannah
2541,"hansen, l.",l. hansen
2541,"hayward, g.",g. hayward
2541,"koopman, m.",m. koopman
2541,"lawler, j. j.",j. lawler
2541,"malcolm, j.",j. malcolm
2541,"nordgren, j.",j. nordgren
2541,"petersen, b.",b. petersen
2541,"rowland, e. l.",e. rowland
2541,"scott, d.",d. scott
2541,"shafer, s. l.",s. shafer
2541,"shaw, m. r.",m. shaw
2541,"tabor, g. m.",g. tabor
2541,"zavaleta, e. s.",e. zavaleta
2548,"brunelle, a.",a. brunelle
2548,"whitlock, c.",c. whitlock
2550,"aishlin, p. s.",p. aishlin
2550,"benner, s. g.",s. benner
2550,"flores, a. n.",a. flores
2550,"gribb, m. m.",m. gribb
2550,"mcnamara, j. p.",j. mcnamara
2550,"smith, t. j.",t. smith
2553,"cohen, w. b.",w. cohen
2553,"healey, s. p.",s. healey
2553,"lefsky, m.",m. lefsky
2553,"moeur, m.",m. moeur
2553,"pflugmacher, d.",d. pflugmacher
2553,"spies, t. a.",t. spies
2553,"whitley, m. g.",m. whitley
2555,"alexander, m. a.",m. alexander
2555,"hughes, m.",m. hughes
2555,"mahoney, k.",k. mahoney
2555,"scott, j. d.",j. scott
2555,"smith, c. a.",c. smith
2555,"swales, d.",d. swales
2565,"beever, e. a.",e. beever
2565,"garrett, l. k.",l. garrett
2565,"irvine, k. m.",k. irvine
2565,"jeffress, m. r.",m. jeffress
2565,"munts, m.",m. munts
2565,"ray, c.",c. ray
2565,"rodhouse, t. j.",t. rodhouse
2566,"baxter, c. v.",c. baxter
2566,"crosby, b. t.",b. crosby
2566,"davis, j. m.",j. davis
2566,"minshall, g. w.",g. minshall
2566,"olson, n. f.",n. olson
2566,"tang, c.",c. tang
2569,"jaquish, b. c.",b. jaquish
2569,"rehfeldt, g. e.",g. rehfeldt
2577,"kostadinov, t. s.",t. kostadinov
2577,"lookingbill, t. r.",t. lookingbill
2581,"hidalgo, h. g.",h. hidalgo
2583,"nolin, a. w.",a. nolin
2583,"painter, t. h.",t. painter
2583,"rittger, k.",k. rittger
2583,"sproles, e. a.",e. sproles
2584,"slaughter, r. a.",r. slaughter
2584,"wiener, j. d.",j. wiener
2591,"burton, p. j.",p. burton
2591,"cumming, s. g.",s. cumming
2592,"ager, a. a.",a. ager
2592,"hayes, j. l.",j. hayes
2592,"hicke, j. a.",j. hicke
2592,"preisler, h. k.",h. preisler
2594,"cohn, g. m.",g. cohn
2594,"flower, a.",a. flower
2594,"gavin, d. g.",d. gavin
2594,"heyerdahl, e. k.",e. heyerdahl
2594,"parsons, r. a.",r. parsons
2595,"bastein, j. c.",j. bastein
2595,"br������da, n.",n. br������da
2595,"rozenberg, p.",p. rozenberg
2595,"sanchez, l.",l. sanchez
2595,"sergent, a. s.",a. sergent
2596,"kern, w. r.",w. kern
2596,"logan, j. a.",j. logan
2596,"macfarlane, w. w.",w. macfarlane
2607,"donato, d. c.",d. donato
2607,"raffa, k. f.",k. raffa
2607,"seidl, r.",r. seidl
2607,"turner, m. g.",m. turner
2608,"chief, k.",k. chief
2608,"liu, z. w.",z. liu
2608,"safi, a. s.",a. safi
2608,"smith, w. j., jr.",w. smith
2612,"jackson, s. i.",s. jackson
2612,"prowse, t. d.",t. prowse
2621,"liu, z. w.",z. liu
2621,"safi, a. s.",a. safi
2621,"smith, w. j., jr.",w. smith
2629,"duckstein, l.",l. duckstein
2629,"galambosi, a.",a. galambosi
2629,"ozelkan, e. c.",e. ozelkan
2631,"cowell, c. m.",c. cowell
2631,"elliott, g. p.",g. elliott
2632,"barton, m.",m. barton
2632,"fleming, s. w.",s. fleming
2634,"kissman, c. e. h.",c. kissman
2634,"rose, k. c.",k. rose
2634,"saros, j. e.",j. saros
2634,"williamson, c. e.",c. williamson
2637,"fritze, h.",h. fritze
2637,"pebesma, e.",e. pebesma
2637,"stewart, i. t.",i. stewart
2646,"fagre, d. b.",d. fagre
2646,"reardon, b. a.",b. reardon
2646,"selkowitz, d. j.",d. selkowitz
2647,"bradshaw, s.",s. bradshaw
2647,"colyer, w. t.",w. colyer
2647,"haak, a. l.",a. haak
2647,"neville, h. m.",h. neville
2647,"wenger, s. j.",s. wenger
2647,"williams, j. e.",j. williams
2649,"harte, j.",j. harte
2649,"kivlin, s. n.",s. kivlin
2649,"price, m. v.",m. price
2649,"rudgers, j. a.",j. rudgers
2649,"waser, n. m.",n. waser
2649,"whitney, k. d.",k. whitney
2654,"blades, j. j.",j. blades
2654,"force, j. e.",j. force
2654,"hall, t. e.",t. hall
2654,"kemp, k. b.",k. kemp
2654,"klos, p. z.",p. klos
2654,"morgan, p.",p. morgan
2654,"tinkham, w. t.",w. tinkham
2655,"lall, u.",u. lall
2655,"sankarasubramanian, a.",a. sankarasubramanian
2657,"doak, d. f.",d. doak
2657,"morris, w. f.",w. morris
2660,"forbey, j. s.",j. forbey
2660,"gehlken, k.",k. gehlken
2660,"griggs, t. c.",t. griggs
2660,"olsoy, p. j.",p. olsoy
2660,"shewmaker, g. e.",g. shewmaker
2660,"shipley, l. a.",l. shipley
2660,"ulappa, a. c.",a. ulappa
2664,"byrne, j. c.",j. byrne
2664,"crookston, n. l.",n. crookston
